Frequency, Amplitude
3508,56641  0,00002
3509,91211  0,00003
3511,25781  0,00002
3512,60376  0,00005
3513,94971  0,00001
3515,29541  0,00000
3516,64111  0,00001
3517,98706  0,00003
3519,33301  0,00000
3520,67871  0,00001
3522,02441  0,00000
3523,37036  0,00004
3524,71631  0,00000
3526,06201  0,00000
3527,40771  0,00000
3528,75366  0,00001
3530,09961  0,00000
3531,44531  0,00004
3532,79102  0,00000
3534,13696  0,00002
3535,48291  0,00001
3536,82861  0,00004
3538,17432  0,00001
3539,52026  0,00005
3540,86621  0,00002
3542,21191  0,00005
3543,55762  0,00002
3544,90356  0,00001
3546,24951  0,00003
3547,59521  0,00005
3548,94092  0,00004
3550,28687  0,00002
3551,63281  0,00005
3552,97852  0,00002
3554,32422  0,00006
3555,67017  0,00005
3557,01611  0,00006
3558,36182  0,00005
3559,70752  0,00005
3561,05347  0,00002
3562,39941  0,00004
3563,74512  0,00004
3565,09082  0,00003
3566,43677  0,00006
3567,78271  0,00002
3569,12842  0,00001
3570,47412  0,00002
3571,82007  0,00001
3573,16602  0,00001
3574,51172  0,00005
3575,85742  0,00001
3577,20337  0,00001
3578,54932  0,00000
3579,89502  0,00002
3581,24072  0,00000
3582,58667  0,00003
3583,93262  0,00000
3585,27832  0,00001
3586,62402  0,00000
3587,96997  0,00004
3589,31592  0,00000
3590,66162  0,00000
3592,00732  0,00000
3593,35327  0,00003
3594,69922  0,00001
3596,04492  0,00003
3597,39062  0,00001
3598,73657  0,00003
3600,08252  0,00002
3601,42822  0,00004
3602,77393  0,00003
3604,11987  0,00001
3605,46582  0,00003
3606,81152  0,00004
3608,15723  0,00004
3609,50317  0,00003
3610,84912  0,00005
3612,19482  0,00004
3613,54053  0,00006
3614,88647  0,00006
3616,23242  0,00006
3617,57812  0,00006
3618,92383  0,00005
3620,26978  0,00000
3621,61572  0,00004
3622,96143  0,00006
3624,30713  0,00003
3625,65308  0,00003
3626,99902  0,00002
3628,34473  0,00006
3629,69043  0,00002
3631,03638  0,00004
3632,38232  0,00001
3633,72803  0,00002
3635,07373  0,00001
3636,41968  0,00005
3637,76562  0,00000
3639,11133  0,00004
3640,45703  0,00000
3641,80298  0,00003
3643,14893  0,00000
3644,49463  0,00002
3645,84033  0,00000
3647,18628  0,00006
3648,53223  0,00000
3649,87793  0,00004
3651,22363  0,00000
3652,56958  0,00004
3653,91553  0,00001
3655,26123  0,00002
3656,60693  0,00001
3657,95288  0,00002
3659,29883  0,00002
3660,64453  0,00001
3661,99023  0,00002
3663,33618  0,00003
3664,68213  0,00003
3666,02783  0,00002
3667,37354  0,00004
3668,71948  0,00004
3670,06543  0,00005
3671,41113  0,00005
3672,75684  0,00006
3674,10278  0,00005
3675,44873  0,00006
3676,79443  0,00004
3678,14014  0,00005
3679,48608  0,00001
3680,83203  0,00004
3682,17773  0,00004
3683,52344  0,00003
3684,86938  0,00001
3686,21533  0,00002
3687,56104  0,00002
3688,90674  0,00002
3690,25269  0,00002
3691,59863  0,00001
3692,94434  0,00004
3694,29004  0,00001
3695,63599  0,00004
3696,98193  0,00000
3698,32764  0,00006
3699,67334  0,00000
3701,01929  0,00002
3702,36523  0,00000
3703,71094  0,00003
3705,05664  0,00000
3706,40259  0,00004
3707,74854  0,00000
3709,09424  0,00005
3710,43994  0,00000
3711,78589  0,00002
3713,13184  0,00001
3714,47754  0,00004
3715,82324  0,00001
3717,16919  0,00006
3718,51514  0,00002
3719,86084  0,00002
3721,20654  0,00002
3722,55249  0,00006
3723,89844  0,00003
3725,24414  0,00000
3726,58984  0,00004
3727,93579  0,00005
3729,28174  0,00005
3730,62744  0,00006
3731,97314  0,00006
3733,31909  0,00004
3734,66504  0,00006
3736,01074  0,00003
3737,35645  0,00005
3738,70239  0,00003
3740,04834  0,00004
3741,39404  0,00001
3742,73975  0,00003
3744,08569  0,00004
3745,43164  0,00002
3746,77734  0,00002
3748,12305  0,00002
3749,46899  0,00003
3750,81494  0,00001
3752,16064  0,00003
3753,50635  0,00001
3754,85229  0,00000
3756,19824  0,00000
3757,54395  0,00004
3758,88965  0,00000
3760,23560  0,00001
3761,58154  0,00000
3762,92725  0,00003
3764,27295  0,00000
3765,61890  0,00001
3766,96484  0,00000
3768,31055  0,00001
3769,65625  0,00000
3771,00220  0,00005
3772,34814  0,00001
3773,69385  0,00001
3775,03955  0,00001
3776,38550  0,00002
3777,73145  0,00002
3779,07715  0,00006
3780,42285  0,00002
3781,76880  0,00004
3783,11475  0,00003
3784,46045  0,00002
3785,80615  0,00004
3787,15210  0,00005
3788,49805  0,00005
3789,84375  0,00005
3791,18945  0,00006
3792,53540  0,00003
3793,88135  0,00006
3795,22705  0,00002
3796,57275  0,00005
3797,91870  0,00005
3799,26465  0,00004
3800,61035  0,00001
3801,95605  0,00003
3803,30200  0,00005
3804,64795  0,00003
3805,99365  0,00006
3807,33936  0,00002
3808,68530  0,00004
3810,03125  0,00001
3811,37695  0,00002
3812,72266  0,00001
3814,06860  0,00004
3815,41455  0,00000
3816,76025  0,00001
3818,10596  0,00000
3819,45190  0,00000
3820,79785  0,00000
3822,14355  0,00004
3823,48926  0,00000
3824,83521  0,00001
3826,18115  0,00000
3827,52686  0,00003
3828,87256  0,00000
3830,21851  0,00000
3831,56445  0,00001
3832,91016  0,00005
3834,25586  0,00001
3835,60181  0,00003
3836,94775  0,00002
3838,29346  0,00003
3839,63916  0,00002
3840,98511  0,00001
3842,33105  0,00003
3843,67676  0,00004
3845,02246  0,00004
3846,36841  0,00004
3847,71436  0,00005
3849,06006  0,00004
3850,40576  0,00006
3851,75171  0,00002
3853,09766  0,00006
3854,44336  0,00001
3855,78906  0,00005
3857,13501  0,00005
3858,48096  0,00004
3859,82666  0,00004
3861,17236  0,00003
3862,51831  0,00002
3863,86426  0,00003
3865,20996  0,00001
3866,55566  0,00002
3867,90161  0,00002
3869,24756  0,00001
3870,59326  0,00004
3871,93896  0,00001
3873,28491  0,00004
3874,63086  0,00000
3875,97656  0,00002
3877,32227  0,00000
3878,66821  0,00001
3880,01416  0,00000
3881,35986  0,00004
3882,70557  0,00000
3884,05151  0,00003
3885,39746  0,00000
3886,74316  0,00006
3888,08887  0,00000
3889,43481  0,00005
3890,78076  0,00001
3892,12646  0,00000
3893,47217  0,00001
3894,81812  0,00005
3896,16406  0,00002
3897,50977  0,00001
3898,85547  0,00002
3900,20142  0,00001
3901,54736  0,00003
3902,89307  0,00006
3904,23877  0,00004
3905,58472  0,00003
3906,93066  0,00005
3908,27637  0,00003
3909,62207  0,00005
3910,96802  0,00001
3912,31396  0,00006
3913,65967  0,00001
3915,00537  0,00005
3916,35132  0,00004
3917,69727  0,00004
3919,04297  0,00006
3920,38867  0,00003
3921,73462  0,00001
3923,08057  0,00003
3924,42627  0,00003
3925,77197  0,00002
3927,11792  0,00005
3928,46387  0,00001
3929,80957  0,00001
3931,15527  0,00001
3932,50122  0,00000
3933,84717  0,00000
3935,19287  0,00004
3936,53857  0,00000
3937,88452  0,00002
3939,23047  0,00000
3940,57617  0,00005
3941,92188  0,00000
3943,26782  0,00005
3944,61377  0,00000
3945,95947  0,00002
3947,30518  0,00000
3948,65112  0,00002
3949,99707  0,00001
3951,34277  0,00006
3952,68848  0,00001
3954,03442  0,00000
3955,38037  0,00002
3956,72607  0,00004
3958,07178  0,00002
3959,41772  0,00004
3960,76367  0,00003
3962,10938  0,00005
3963,45508  0,00004
3964,80103  0,00001
3966,14697  0,00005
3967,49268  0,00002
3968,83838  0,00005
3970,18433  0,00001
3971,53027  0,00006
3972,87598  0,00002
3974,22168  0,00005
3975,56763  0,00002
3976,91357  0,00004
3978,25928  0,00004
3979,60498  0,00003
3980,95093  0,00004
3982,29688  0,00003
3983,64258  0,00005
3984,98828  0,00002
3986,33423  0,00000
3987,68018  0,00001
3989,02588  0,00005
3990,37158  0,00001
3991,71753  0,00005
3993,06348  0,00000
3994,40918  0,00005
3995,75488  0,00000
3997,10083  0,00003
3998,44678  0,00000
3999,79248  0,00005
4001,13818  0,00000
4002,48413  0,00005
4003,83008  0,00000
4005,17578  0,00002
4006,52148  0,00000
4007,86743  0,00003
4009,21338  0,00001
4010,55908  0,00000
4011,90479  0,00001
4013,25073  0,00004
4014,59668  0,00002
4015,94238  0,00005
4017,28809  0,00002
4018,63403  0,00006
4019,97998  0,00003
4021,32568  0,00003
4022,67139  0,00004
4024,01733  0,00000
4025,36328  0,00005
4026,70898  0,00001
4028,05469  0,00005
4029,40063  0,00002
4030,74658  0,00006
4032,09229  0,00003
4033,43799  0,00005
4034,78394  0,00000
4036,12988  0,00004
4037,47559  0,00002
4038,82129  0,00003
4040,16724  0,00005
4041,51318  0,00003
4042,85889  0,00001
4044,20459  0,00002
4045,55054  0,00005
4046,89648  0,00001
4048,24219  0,00001
4049,58789  0,00001
4050,93384  0,00003
4052,27979  0,00001
4053,62549  0,00002
4054,97119  0,00000
4056,31714  0,00005
4057,66309  0,00000
4059,00879  0,00006
4060,35449  0,00000
4061,70044  0,00004
4063,04639  0,00000
4064,39209  0,00005
4065,73779  0,00000
4067,08374  0,00005
4068,42969  0,00001
4069,77539  0,00006
4071,12109  0,00001
4072,46704  0,00003
4073,81299  0,00002
4075,15869  0,00001
4076,50439  0,00002
4077,85034  0,00003
4079,19629  0,00003
4080,54199  0,00001
4081,88770  0,00004
4083,23364  0,00002
4084,57959  0,00005
4085,92529  0,00000
4087,27100  0,00005
4088,61694  0,00003
4089,96289  0,00006
4091,30859  0,00005
4092,65430  0,00005
4094,00024  0,00001
4095,34619  0,00004
4096,69189  0,00000
4098,03760  0,00003
4099,38379  0,00002
4100,72949  0,00003
4102,07520  0,00003
4103,42090  0,00002
4104,76660  0,00002
4106,11279  0,00001
4107,45850  0,00006
4108,80420  0,00001
4110,15039  0,00001
4111,49609  0,00000
4112,84180  0,00001
4114,18750  0,00000
4115,53320  0,00006
4116,87939  0,00000
4118,22510  0,00006
4119,57080  0,00000
4120,91699  0,00002
4122,26270  0,00000
4123,60840  0,00004
4124,95410  0,00000
4126,29980  0,00000
4127,64600  0,00001
4128,99170  0,00000
4130,33740  0,00001
4131,68359  0,00002
4133,02930  0,00002
4134,37500  0,00003
4135,72070  0,00002
4137,06641  0,00000
4138,41260  0,00003
4139,75830  0,00001
4141,10400  0,00004
4142,45020  0,00003
4143,79590  0,00004
4145,14160  0,00002
4146,48730  0,00005
4147,83301  0,00004
4149,17920  0,00006
4150,52490  0,00006
4151,87061  0,00005
4153,21680  0,00003
4154,56250  0,00004
4155,90820  0,00003
4157,25391  0,00004
4158,59961  0,00001
4159,94580  0,00003
4161,29150  0,00006
4162,63721  0,00002
4163,98340  0,00003
4165,32910  0,00001
4166,67480  0,00000
4168,02051  0,00001
4169,36621  0,00006
4170,71240  0,00001
4172,05811  0,00004
4173,40381  0,00000
4174,75000  0,00005
4176,09570  0,00000
4177,44141  0,00006
4178,78711  0,00000
4180,13281  0,00000
4181,47900  0,00000
4182,82471  0,00001
4184,17041  0,00000
4185,51660  0,00005
4186,86230  0,00001
4188,20801  0,00006
4189,55371  0,00001
4190,89941  0,00006
4192,24561  0,00002
4193,59131  0,00006
4194,93701  0,00002
4196,28320  0,00003
4197,62891  0,00003
4198,97461  0,00003
4200,32031  0,00004
4201,66602  0,00005
4203,01221  0,00004
4204,35791  0,00003
4205,70361  0,00005
4207,04980  0,00005
4208,39551  0,00006
4209,74121  0,00005
4211,08691  0,00005
4212,43262  0,00004
4213,77881  0,00004
4215,12451  0,00005
4216,47021  0,00004
4217,81641  0,00004
4219,16211  0,00003
4220,50781  0,00002
4221,85352  0,00002
4223,19922  0,00004
4224,54541  0,00001
4225,89111  0,00006
4227,23682  0,00001
4228,58301  0,00002
4229,92871  0,00001
4231,27441  0,00006
4232,62012  0,00000
4233,96582  0,00003
4235,31201  0,00000
4236,65771  0,00006
4238,00342  0,00000
4239,34961  0,00002
4240,69531  0,00000
4242,04102  0,00003
4243,38672  0,00000
4244,73242  0,00003
4246,07861  0,00001
4247,42432  0,00000
4248,77002  0,00001
4250,11621  0,00001
4251,46191  0,00001
4252,80762  0,00002
4254,15332  0,00002
4255,49902  0,00005
4256,84521  0,00003
4258,19092  0,00005
4259,53662  0,00004
4260,88281  0,00006
4262,22852  0,00004
4263,57422  0,00004
4264,91992  0,00005
4266,26562  0,00006
4267,61182  0,00006
4268,95752  0,00004
4270,30322  0,00005
4271,64941  0,00006
4272,99512  0,00004
4274,34082  0,00005
4275,68652  0,00004
4277,03223  0,00005
4278,37842  0,00003
4279,72412  0,00002
4281,06982  0,00002
4282,41602  0,00001
4283,76172  0,00002
4285,10742  0,00000
4286,45312  0,00001
4287,79883  0,00002
4289,14502  0,00001
4290,49072  0,00003
4291,83643  0,00000
4293,18262  0,00002
4294,52832  0,00000
4295,87402  0,00006
4297,21973  0,00000
4298,56543  0,00003
4299,91162  0,00000
4301,25732  0,00006
4302,60303  0,00000
4303,94922  0,00002
4305,29492  0,00001
4306,64062  0,00006
4307,98633  0,00001
4309,33203  0,00004
4310,67822  0,00001
4312,02393  0,00002
4313,36963  0,00002
4314,71582  0,00004
4316,06152  0,00003
4317,40723  0,00005
4318,75293  0,00004
4320,09863  0,00004
4321,44482  0,00004
4322,79053  0,00005
4324,13623  0,00005
4325,48242  0,00005
4326,82812  0,00006
4328,17383  0,00003
4329,51953  0,00005
4330,86523  0,00005
4332,21143  0,00004
4333,55713  0,00003
4334,90283  0,00004
4336,24902  0,00003
4337,59473  0,00003
4338,94043  0,00006
4340,28613  0,00002
4341,63184  0,00006
4342,97803  0,00002
4344,32373  0,00006
4345,66943  0,00001
4347,01562  0,00005
4348,36133  0,00001
4349,70703  0,00001
4351,05273  0,00000
4352,39844  0,00000
4353,74463  0,00000
4355,09033  0,00006
4356,43604  0,00000
4357,78223  0,00005
4359,12793  0,00000
4360,47363  0,00004
4361,81934  0,00000
4363,16504  0,00006
4364,51123  0,00000
4365,85693  0,00000
4367,20264  0,00001
4368,54883  0,00003
4369,89453  0,00001
4371,24023  0,00006
4372,58594  0,00002
4373,93164  0,00001
4375,27783  0,00003
4376,62354  0,00003
4377,96924  0,00003
4379,31543  0,00003
4380,66113  0,00004
4382,00684  0,00006
4383,35254  0,00005
4384,69824  0,00004
4386,04443  0,00006
4387,39014  0,00002
4388,73584  0,00005
4390,08203  0,00003
4391,42773  0,00004
4392,77344  0,00001
4394,11914  0,00004
4395,46484  0,00000
4396,81104  0,00003
4398,15674  0,00003
4399,50244  0,00002
4400,84863  0,00002
4402,19434  0,00002
4403,54004  0,00000
4404,88574  0,00001
4406,23145  0,00000
4407,57764  0,00001
4408,92334  0,00004
4410,26904  0,00000
4411,61523  0,00002
4412,96094  0,00000
4414,30664  0,00006
4415,65234  0,00000
4416,99805  0,00006
4418,34424  0,00000
4419,68994  0,00001
4421,03564  0,00000
4422,38184  0,00001
4423,72754  0,00001
4425,07324  0,00006
4426,41895  0,00001
4427,76465  0,00002
4429,11084  0,00001
4430,45654  0,00002
4431,80225  0,00002
4433,14844  0,00002
4434,49414  0,00003
4435,83984  0,00000
4437,18555  0,00003
4438,53125  0,00001
4439,87744  0,00004
4441,22314  0,00005
4442,56885  0,00005
4443,91504  0,00003
4445,26074  0,00006
4446,60645  0,00000
4447,95215  0,00005
4449,29785  0,00002
4450,64404  0,00004
4451,98975  0,00001
4453,33545  0,00004
4454,68164  0,00003
4456,02734  0,00003
4457,37305  0,00001
4458,71875  0,00002
4460,06445  0,00003
4461,41064  0,00002
4462,75635  0,00006
4464,10205  0,00001
4465,44824  0,00005
4466,79395  0,00001
4468,13965  0,00005
4469,48535  0,00000
4470,83105  0,00004
4472,17725  0,00000
4473,52295  0,00006
4474,86865  0,00000
4476,21484  0,00005
4477,56055  0,00000
4478,90625  0,00002
4480,25195  0,00000
4481,59766  0,00003
4482,94385  0,00000
4484,28955  0,00001
4485,63525  0,00001
4486,98145  0,00005
4488,32715  0,00001
4489,67285  0,00001
4491,01855  0,00002
4492,36426  0,00005
4493,71045  0,00003
4495,05615  0,00002
4496,40186  0,00003
4497,74805  0,00000
4499,09375  0,00004
4500,43945  0,00003
4501,78516  0,00005
4503,13086  0,00002
4504,47705  0,00006
4505,82275  0,00001
4507,16846  0,00005
4508,51465  0,00000
4509,86035  0,00005
4511,20605  0,00003
4512,55176  0,00004
4513,89746  0,00006
4515,24365  0,00003
4516,58936  0,00004
4517,93506  0,00002
4519,28125  0,00005
4520,62695  0,00002
4521,97266  0,00000
4523,31836  0,00001
4524,66406  0,00003
4526,01025  0,00001
4527,35596  0,00001
4528,70166  0,00000
4530,04785  0,00006
4531,39355  0,00000
4532,73926  0,00005
4534,08496  0,00000
4535,43066  0,00004
4536,77686  0,00000
4538,12256  0,00005
4539,46826  0,00000
4540,81445  0,00005
4542,16016  0,00000
4543,50586  0,00005
4544,85156  0,00001
4546,19727  0,00000
4547,54346  0,00001
4548,88916  0,00005
4550,23486  0,00002
4551,58105  0,00004
4552,92676  0,00003
4554,27246  0,00004
4555,61816  0,00003
4556,96387  0,00002
4558,31006  0,00004
4559,65576  0,00002
4561,00146  0,00005
4562,34766  0,00001
4563,69336  0,00006
4565,03906  0,00002
4566,38477  0,00005
4567,73047  0,00001
4569,07666  0,00005
4570,42236  0,00005
4571,76807  0,00004
4573,11426  0,00004
4574,45996  0,00003
4575,80566  0,00004
4577,15137  0,00002
4578,49707  0,00000
4579,84326  0,00002
4581,18896  0,00006
4582,53467  0,00001
4583,88086  0,00002
4585,22656  0,00001
4586,57227  0,00002
4587,91797  0,00000
4589,26367  0,00005
4590,60986  0,00000
4591,95557  0,00005
4593,30127  0,00000
4594,64746  0,00002
4595,99316  0,00000
4597,33887  0,00004
4598,68457  0,00000
4600,03027  0,00000
4601,37646  0,00000
4602,72217  0,00002
4604,06787  0,00001
4605,41406  0,00005
4606,75977  0,00001
4608,10547  0,00003
4609,45117  0,00002
4610,79688  0,00001
4612,14307  0,00003
4613,48877  0,00006
4614,83447  0,00003
4616,18066  0,00004
4617,52637  0,00004
4618,87207  0,00001
4620,21777  0,00005
4621,56348  0,00001
4622,90967  0,00006
4624,25537  0,00003
4625,60107  0,00006
4626,94727  0,00003
4628,29297  0,00005
4629,63867  0,00005
4630,98438  0,00004
4632,33008  0,00001
4633,67627  0,00003
4635,02197  0,00000
4636,36768  0,00002
4637,71387  0,00005
4639,05957  0,00002
4640,40527  0,00000
4641,75098  0,00001
4643,09668  0,00005
4644,44287  0,00001
4645,78857  0,00006
4647,13428  0,00000
4648,48047  0,00003
4649,82617  0,00000
4651,17188  0,00004
4652,51758  0,00000
4653,86328  0,00001
4655,20947  0,00000
4656,55518  0,00002
4657,90088  0,00000
4659,24707  0,00004
4660,59277  0,00000
4661,93848  0,00004
4663,28418  0,00001
4664,62988  0,00001
4665,97607  0,00001
4667,32178  0,00002
4668,66748  0,00002
4670,01367  0,00002
4671,35938  0,00003
4672,70508  0,00003
4674,05078  0,00003
4675,39648  0,00006
4676,74268  0,00004
4678,08838  0,00001
4679,43408  0,00005
4680,78027  0,00002
4682,12598  0,00006
4683,47168  0,00004
4684,81738  0,00006
4686,16309  0,00004
4687,50928  0,00005
4688,85498  0,00004
4690,20068  0,00004
4691,54688  0,00001
4692,89258  0,00003
4694,23828  0,00003
4695,58398  0,00002
4696,92969  0,00003
4698,27588  0,00002
4699,62158  0,00005
4700,96729  0,00001
4702,31348  0,00000
4703,65918  0,00001
4705,00488  0,00003
4706,35059  0,00000
4707,69629  0,00001
4709,04248  0,00000
4710,38818  0,00004
4711,73389  0,00000
4713,08008  0,00000
4714,42578  0,00000
4715,77148  0,00001
4717,11719  0,00000
4718,46289  0,00004
4719,80908  0,00000
4721,15479  0,00003
4722,50049  0,00001
4723,84668  0,00004
4725,19238  0,00001
4726,53809  0,00006
4727,88379  0,00002
4729,22949  0,00005
4730,57568  0,00002
4731,92139  0,00001
4733,26709  0,00003
4734,61328  0,00005
4735,95898  0,00004
4737,30469  0,00002
4738,65039  0,00005
4739,99609  0,00003
4741,34229  0,00006
4742,68799  0,00005
4744,03369  0,00006
4745,37988  0,00005
4746,72559  0,00005
4748,07129  0,00002
4749,41699  0,00004
4750,76270  0,00004
4752,10889  0,00003
4753,45459  0,00006
4754,80029  0,00002
4756,14648  0,00002
4757,49219  0,00002
4758,83789  0,00001
4760,18359  0,00001
4761,52930  0,00006
4762,87549  0,00001
4764,22119  0,00001
4765,56689  0,00000
4766,91309  0,00002
4768,25879  0,00000
4769,60449  0,00003
4770,95020  0,00000
4772,29590  0,00001
4773,64209  0,00000
4774,98779  0,00003
4776,33350  0,00000
4777,67969  0,00001
4779,02539  0,00000
4780,37109  0,00003
4781,71680  0,00001
4783,06250  0,00003
4784,40869  0,00001
4785,75439  0,00002
4787,10010  0,00002
4788,44629  0,00004
4789,79199  0,00003
4791,13770  0,00001
4792,48340  0,00003
4793,82910  0,00003
4795,17529  0,00004
4796,52100  0,00003
4797,86670  0,00005
4799,21289  0,00004
4800,55859  0,00006
4801,90430  0,00006
4803,25000  0,00006
4804,59570  0,00005
4805,94189  0,00005
4807,28760  0,00000
4808,63330  0,00004
4809,97949  0,00006
4811,32520  0,00003
4812,67090  0,00003
4814,01660  0,00002
4815,36230  0,00006
4816,70850  0,00002
4818,05420  0,00004
4819,39990  0,00001
4820,74609  0,00002
4822,09180  0,00001
4823,43750  0,00005
4824,78320  0,00000
4826,12891  0,00004
4827,47510  0,00000
4828,82080  0,00002
4830,16650  0,00000
4831,51270  0,00002
4832,85840  0,00000
4834,20410  0,00006
4835,54980  0,00000
4836,89551  0,00004
4838,24170  0,00000
4839,58740  0,00004
4840,93311  0,00001
4842,27930  0,00003
4843,62500  0,00001
4844,97070  0,00002
4846,31641  0,00002
4847,66211  0,00000
4849,00830  0,00002
4850,35400  0,00004
4851,69971  0,00003
4853,04590  0,00001
4854,39160  0,00004
4855,73730  0,00004
4857,08301  0,00005
4858,42871  0,00005
4859,77490  0,00006
4861,12061  0,00005
4862,46631  0,00006
4863,81250  0,00004
4865,15820  0,00005
4866,50391  0,00002
4867,84961  0,00004
4869,19531  0,00003
4870,54150  0,00003
4871,88721  0,00001
4873,23291  0,00002
4874,57910  0,00002
4875,92480  0,00002
4877,27051  0,00002
4878,61621  0,00001
4879,96191  0,00004
4881,30811  0,00001
4882,65381  0,00004
4883,99951  0,00000
4885,34570  0,00006
4886,69141  0,00000
4888,03711  0,00002
4889,38281  0,00000
4890,72852  0,00002
4892,07471  0,00000
4893,42041  0,00004
4894,76611  0,00000
4896,11230  0,00005
4897,45801  0,00000
4898,80371  0,00001
4900,14941  0,00001
4901,49512  0,00004
4902,84131  0,00001
4904,18701  0,00006
4905,53271  0,00002
4906,87891  0,00003
4908,22461  0,00002
4909,57031  0,00006
4910,91602  0,00003
4912,26172  0,00000
4913,60791  0,00004
4914,95361  0,00006
4916,29932  0,00005
4917,64551  0,00006
4918,99121  0,00006
4920,33691  0,00003
4921,68262  0,00006
4923,02832  0,00003
4924,37451  0,00005
4925,72021  0,00003
4927,06592  0,00004
4928,41211  0,00001
4929,75781  0,00003
4931,10352  0,00004
4932,44922  0,00002
4933,79492  0,00002
4935,14111  0,00002
4936,48682  0,00003
4937,83252  0,00001
4939,17871  0,00003
4940,52441  0,00001
4941,87012  0,00000
4943,21582  0,00000
4944,56152  0,00003
4945,90771  0,00000
4947,25342  0,00001
4948,59912  0,00000
4949,94531  0,00003
4951,29102  0,00000
4952,63672  0,00002
4953,98242  0,00000
4955,32812  0,00001
4956,67432  0,00000
4958,02002  0,00006
4959,36572  0,00001
4960,71191  0,00001
4962,05762  0,00001
4963,40332  0,00001
4964,74902  0,00002
4966,09473  0,00006
4967,44092  0,00002
4968,78662  0,00004
4970,13232  0,00003
4971,47852  0,00002
4972,82422  0,00004
4974,16992  0,00005
4975,51562  0,00005
4976,86133  0,00005
4978,20752  0,00006
4979,55322  0,00002
4980,89893  0,00006
4982,24512  0,00002
4983,59082  0,00005
4984,93652  0,00005
4986,28223  0,00004
4987,62793  0,00001
4988,97412  0,00003
4990,31982  0,00005
4991,66553  0,00003
4993,01172  0,00005
4994,35742  0,00002
4995,70312  0,00004
4997,04883  0,00001
4998,39453  0,00002
4999,74072  0,00001
5001,08643  0,00004
5002,43213  0,00000
5003,77832  0,00001
5005,12402  0,00000
5006,46973  0,00000
5007,81543  0,00000
5009,16113  0,00004
5010,50732  0,00000
5011,85303  0,00001
5013,19873  0,00000
5014,54492  0,
