Frequency, Amplitude
9532,479492  0,000012
9533,826172  0,000012
9535,171875  0,000012
9536,517578  0,000012
9537,863281  0,000012
9539,208984  0,000012
9540,554688  0,000012
9541,900391  0,000012
9543,246094  0,000012
9544,591797  0,000012
9545,938477  0,000012
9547,284180  0,000012
9548,629883  0,000012
9549,975586  0,000012
9551,321289  0,000012
9552,666992  0,000012
9554,012695  0,000012
9555,359375  0,000012
9556,705078  0,000012
9558,050781  0,000012
9559,396484  0,000012
9560,742188  0,000012
9562,087891  0,000012
9563,433594  0,000012
9564,779297  0,000012
9566,125000  0,000012
9567,471680  0,000012
9568,817383  0,000012
9570,163086  0,000012
9571,508789  0,000012
9572,854492  0,000012
9574,200195  0,000011
9575,545898  0,000012
9576,892578  0,000012
9578,238281  0,000012
9579,583984  0,000012
9580,929688  0,000012
9582,275391  0,000012
9583,621094  0,000012
9584,966797  0,000012
9586,312500  0,000012
9587,658203  0,000011
9589,004883  0,000012
9590,350586  0,000012
9591,696289  0,000012
9593,041992  0,000012
9594,387695  0,000012
9595,733398  0,000012
9597,079102  0,000011
9598,425781  0,000012
9599,771484  0,000012
9601,117188  0,000012
9602,462891  0,000012
9603,808594  0,000011
9605,154297  0,000012
9606,500000  0,000012
9607,845703  0,000012
9609,191406  0,000011
9610,538086  0,000012
9611,883789  0,000012
9613,229492  0,000012
9614,575195  0,000012
9615,920898  0,000012
9617,266602  0,000012
9618,612305  0,000012
9619,958984  0,000012
9621,304688  0,000012
9622,650391  0,000012
9623,996094  0,000012
9625,341797  0,000012
9626,687500  0,000012
9628,033203  0,000012
9629,378906  0,000012
9630,724609  0,000011
9632,071289  0,000011
9633,416992  0,000012
9634,762695  0,000012
9636,108398  0,000011
9637,454102  0,000012
9638,799805  0,000012
9640,145508  0,000012
9641,492188  0,000012
9642,837891  0,000012
9644,183594  0,000012
9645,529297  0,000012
9646,875000  0,000012
9648,220703  0,000012
9649,566406  0,000011
9650,912109  0,000011
9652,257812  0,000011
9653,604492  0,000012
9654,950195  0,000012
9656,295898  0,000011
9657,641602  0,000011
9658,987305  0,000011
9660,333008  0,000012
9661,678711  0,000012
9663,025391  0,000012
9664,371094  0,000011
9665,716797  0,000012
9667,062500  0,000012
9668,408203  0,000011
9669,753906  0,000012
9671,099609  0,000011
9672,445312  0,000012
9673,791016  0,000012
9675,137695  0,000012
9676,483398  0,000011
9677,829102  0,000011
9679,174805  0,000012
9680,520508  0,000011
9681,866211  0,000011
9683,211914  0,000012
9684,558594  0,000011
9685,904297  0,000011
9687,250000  0,000011
9688,595703  0,000011
9689,941406  0,000012
9691,287109  0,000012
9692,632812  0,000011
9693,978516  0,000012
9695,324219  0,000012
9696,670898  0,000012
9698,016602  0,000011
9699,362305  0,000012
9700,708008  0,000012
9702,053711  0,000012
9703,399414  0,000011
9704,745117  0,000011
9706,091797  0,000011
9707,437500  0,000011
9708,783203  0,000011
9710,128906  0,000011
9711,474609  0,000012
9712,820312  0,000011
9714,166016  0,000011
9715,511719  0,000011
9716,857422  0,000011
9718,204102  0,000012
9719,549805  0,000011
9720,895508  0,000011
9722,241211  0,000011
9723,586914  0,000011
9724,932617  0,000011
9726,278320  0,000011
9727,625000  0,000011
9728,970703  0,000011
9730,316406  0,000011
9731,662109  0,000011
9733,007812  0,000011
9734,353516  0,000011
9735,699219  0,000011
9737,044922  0,000011
9738,390625  0,000011
9739,737305  0,000011
9741,083008  0,000011
9742,428711  0,000011
9743,774414  0,000011
9745,120117  0,000011
9746,465820  0,000012
9747,811523  0,000011
9749,158203  0,000011
9750,503906  0,000012
9751,849609  0,000011
9753,195312  0,000011
9754,541016  0,000012
9755,886719  0,000012
9757,232422  0,000012
9758,578125  0,000011
9759,923828  0,000011
9761,270508  0,000011
9762,616211  0,000011
9763,961914  0,000011
9765,307617  0,000011
9766,653320  0,000011
9767,999023  0,000011
9769,344727  0,000012
9770,691406  0,000011
9772,037109  0,000011
9773,382812  0,000012
9774,728516  0,000011
9776,074219  0,000012
9777,419922  0,000011
9778,765625  0,000011
9780,111328  0,000011
9781,457031  0,000011
9782,803711  0,000011
9784,149414  0,000011
9785,495117  0,000011
9786,840820  0,000012
9788,186523  0,000011
9789,532227  0,000011
9790,877930  0,000011
9792,224609  0,000011
9793,570312  0,000011
9794,916016  0,000011
9796,261719  0,000011
9797,607422  0,000011
9798,953125  0,000011
9800,298828  0,000011
9801,644531  0,000011
9802,990234  0,000011
9804,336914  0,000011
9805,682617  0,000011
9807,028320  0,000011
9808,374023  0,000011
9809,719727  0,000011
9811,065430  0,000011
9812,411133  0,000011
9813,757812  0,000011
9815,103516  0,000011
9816,449219  0,000011
9817,794922  0,000011
9819,140625  0,000011
9820,486328  0,000011
9821,832031  0,000011
9823,177734  0,000011
9824,523438  0,000011
9825,870117  0,000011
9827,215820  0,000011
9828,561523  0,000011
9829,907227  0,000011
9831,252930  0,000011
9832,598633  0,000011
9833,944336  0,000011
9835,291016  0,000011
9836,636719  0,000011
9837,982422  0,000011
9839,328125  0,000011
9840,673828  0,000011
9842,019531  0,000011
9843,365234  0,000011
9844,710938  0,000012
9846,056641  0,000011
9847,403320  0,000011
9848,749023  0,000011
9850,094727  0,000011
9851,440430  0,000011
9852,786133  0,000012
9854,131836  0,000011
9855,477539  0,000011
9856,824219  0,000011
9858,169922  0,000011
9859,515625  0,000011
9860,861328  0,000011
9862,207031  0,000011
9863,552734  0,000011
9864,898438  0,000011
9866,244141  0,000011
9867,589844  0,000011
9868,936523  0,000011
9870,282227  0,000011
9871,627930  0,000011
9872,973633  0,000011
9874,319336  0,000011
9875,665039  0,000011
9877,010742  0,000011
9878,357422  0,000011
9879,703125  0,000011
9881,048828  0,000011
9882,394531  0,000011
9883,740234  0,000011
9885,085938  0,000011
9886,431641  0,000011
9887,777344  0,000011
9889,123047  0,000011
9890,469727  0,000011
9891,815430  0,000011
9893,161133  0,000011
9894,506836  0,000011
9895,852539  0,000011
9897,198242  0,000011
9898,543945  0,000011
9899,890625  0,000011
9901,236328  0,000011
9902,582031  0,000011
9903,927734  0,000011
9905,273438  0,000011
9906,619141  0,000011
9907,964844  0,000011
9909,310547  0,000011
9910,656250  0,000011
9912,002930  0,000011
9913,348633  0,000011
9914,694336  0,000011
9916,040039  0,000011
9917,385742  0,000011
9918,731445  0,000011
9920,077148  0,000011
9921,423828  0,000011
9922,769531  0,000011
9924,115234  0,000011
9925,460938  0,000011
9926,806641  0,000011
9928,152344  0,000011
9929,498047  0,000011
9930,843750  0,000011
9932,189453  0,000011
9933,536133  0,000011
9934,881836  0,000011
9936,227539  0,000011
9937,573242  0,000011
9938,918945  0,000011
9940,264648  0,000011
9941,610352  0,000011
9942,957031  0,000011
9944,302734  0,000011
9945,648438  0,000011
9946,994141  0,000011
9948,339844  0,000011
9949,685547  0,000011
9951,031250  0,000011
9952,376953  0,000011
9953,722656  0,000011
9955,069336  0,000011
9956,415039  0,000011
9957,760742  0,000012
9959,106445  0,000011
9960,452148  0,000011
9961,797852  0,000011
9963,143555  0,000011
9964,490234  0,000011
9965,835938  0,000011
9967,181641  0,000011
9968,527344  0,000011
9969,873047  0,000011
9971,218750  0,000011
9972,564453  0,000011
9973,910156  0,000011
9975,255859  0,000011
9976,602539  0,000011
9977,948242  0,000011
9979,293945  0,000011
9980,639648  0,000011
9981,985352  0,000011
9983,331055  0,000011
9984,676758  0,000011
9986,023438  0,000011
9987,369141  0,000011
9988,714844  0,000011
9990,060547  0,000011
9991,406250  0,000011
9992,751953  0,000011
9994,097656  0,000011
9995,443359  0,000011
9996,789062  0,000011
9998,135742  0,000011
9999,481445  0,000011
10000,827148  0,000011
10002,172852  0,000011
10003,518555  0,000011
10004,864258  0,000011
10006,209961  0,000011
10007,556641  0,000011
10008,902344  0,000011
10010,248047  0,000011
10011,593750  0,000011
10012,939453  0,000011
10014,285156  0,000011
10015,630859  0,000011
10016,976562  0,000011
10018,322266  0,000011
10019,668945  0,000011
10021,014648  0,000011
10022,360352  0,000011
10023,706055  0,000010
10025,051758  0,000049
10026,397461  0,000012
10027,743164  0,000012
10029,089844  0,000012
10030,435547  0,000012
10031,781250  0,000011
10033,126953  0,000011
10034,472656  0,000011
10035,818359  0,000011
10037,164062  0,000011
10038,509766  0,000011
10039,855469  0,000011
10041,202148  0,000011
10042,547852  0,000011
10043,893555  0,000011
10045,239258  0,000011
10046,584961  0,000011
10047,930664  0,000011
10049,276367  0,000011
10050,623047  0,000011
10051,968750  0,000011
10053,314453  0,000011
10054,660156  0,000011
10056,005859  0,000011
10057,351562  0,000011
10058,697266  0,000011
10060,042969  0,000011
10061,388672  0,000011
10062,735352  0,000011
10064,081055  0,000011
10065,426758  0,000011
10066,772461  0,000011
10068,118164  0,000011
10069,463867  0,000011
10070,809570  0,000011
10072,156250  0,000011
10073,501953  0,000011
10074,847656  0,000011
10076,193359  0,000011
10077,539062  0,000011
10078,884766  0,000011
10080,230469  0,000011
10081,576172  0,000011
10082,921875  0,000011
10084,268555  0,000011
10085,614258  0,000011
10086,959961  0,000011
10088,305664  0,000011
10089,651367  0,000011
10090,997070  0,000011
10092,342773  0,000011
10093,689453  0,000011
10095,035156  0,000011
10096,380859  0,000011
10097,726562  0,000011
10099,072266  0,000011
10100,417969  0,000011
10101,763672  0,000011
10103,109375  0,000011
10104,455078  0,000011
10105,801758  0,000011
10107,147461  0,000011
10108,493164  0,000011
10109,838867  0,000011
10111,184570  0,000011
10112,530273  0,000011
10113,875977  0,000011
10115,222656  0,000011
10116,568359  0,000011
10117,914062  0,000011
10119,259766  0,000011
10120,605469  0,000011
10121,951172  0,000011
10123,296875  0,000011
10124,642578  0,000011
10125,988281  0,000011
10127,334961  0,000011
10128,680664  0,000011
10130,026367  0,000011
10131,372070  0,000011
10132,717773  0,000011
10134,063477  0,000011
10135,409180  0,000011
10136,755859  0,000011
10138,101562  0,000011
10139,447266  0,000011
10140,792969  0,000011
10142,138672  0,000011
10143,484375  0,000011
10144,830078  0,000011
10146,175781  0,000011
10147,521484  0,000011
10148,868164  0,000011
10150,213867  0,000011
10151,559570  0,000011
10152,905273  0,000011
10154,250977  0,000011
10155,596680  0,000011
10156,942383  0,000011
10158,289062  0,000011
10159,634766  0,000011
10160,980469  0,000011
10162,326172  0,000011
10163,671875  0,000011
10165,017578  0,000011
10166,363281  0,000011
10167,708984  0,000011
10169,054688  0,000011
10170,401367  0,000011
10171,747070  0,000011
10173,092773  0,000011
10174,438477  0,000011
10175,784180  0,000011
10177,129883  0,000011
10178,475586  0,000011
10179,822266  0,000011
10181,167969  0,000011
10182,513672  0,000011
10183,859375  0,000011
10185,205078  0,000011
10186,550781  0,000011
10187,896484  0,000011
10189,242188  0,000011
10190,587891  0,000011
10191,934570  0,000011
10193,280273  0,000011
10194,625977  0,000011
10195,971680  0,000011
10197,317383  0,000011
10198,663086  0,000011
10200,008789  0,000011
10201,355469  0,000011
10202,701172  0,000011
10204,046875  0,000011
10205,392578  0,000011
10206,738281  0,000011
10208,083984  0,000011
10209,429688  0,000011
10210,775391  0,000011
10212,121094  0,000011
10213,467773  0,000011
10214,813477  0,000011
10216,159180  0,000011
10217,504883  0,000011
10218,850586  0,000011
10220,196289  0,000011
10221,541992  0,000011
10222,888672  0,000011
10224,234375  0,000011
10225,580078  0,000011
10226,925781  0,000011
10228,271484  0,000011
10229,617188  0,000011
10230,962891  0,000011
10232,308594  0,000011
10233,654297  0,000011
10235,000977  0,000011
10236,346680  0,000011
10237,692383  0,000011
10239,038086  0,000011
10240,383789  0,000011
10241,729492  0,000011
10243,075195  0,000011
10244,421875  0,000011
10245,767578  0,000011
10247,113281  0,000011
10248,458984  0,000011
10249,804688  0,000011
10251,150391  0,000011
10252,496094  0,000011
10253,841797  0,000011
10255,187500  0,000011
10256,534180  0,000011
10257,879883  0,000011
10259,225586  0,000011
10260,571289  0,000011
10261,916992  0,000011
10263,262695  0,000011
10264,608398  0,000011
10265,955078  0,000011
10267,300781  0,000011
10268,646484  0,000011
10269,992188  0,000011
10271,337891  0,000011
10272,683594  0,000011
10274,029297  0,000011
10275,375000  0,000011
10276,720703  0,000011
10278,067383  0,000011
10279,413086  0,000011
10280,758789  0,000011
10282,104492  0,000011
10283,450195  0,000011
10284,795898  0,000011
10286,141602  0,000011
10287,488281  0,000011
10288,833984  0,000011
10290,179688  0,000011
10291,525391  0,000011
10292,871094  0,000011
10294,216797  0,000011
10295,562500  0,000011
10296,908203  0,000011
10298,253906  0,000011
10299,600586  0,000011
10300,946289  0,000011
10302,291992  0,000011
10303,637695  0,000011
10304,983398  0,000011
10306,329102  0,000011
10307,674805  0,000011
10309,021484  0,000011
10310,367188  0,000011
10311,712891  0,000011
10313,058594  0,000011
10314,404297  0,000011
10315,750000  0,000011
10317,095703  0,000011
10318,441406  0,000011
10319,787109  0,000011
10321,133789  0,000011
10322,479492  0,000011
10323,825195  0,000011
10325,170898  0,000011
10326,516602  0,000011
10327,862305  0,000011
10329,208008  0,000011
10330,554688  0,000011
10331,900391  0,000011
10333,246094  0,000011
10334,591797  0,000011
10335,937500  0,000011
10337,283203  0,000011
10338,628906  0,000011
10339,974609  0,000011
10341,320312  0,000011
10342,666992  0,000011
10344,012695  0,000011
10345,358398  0,000011
10346,704102  0,000011
10348,049805  0,000011
10349,395508  0,000011
10350,741211  0,000011
10352,087891  0,000011
10353,433594  0,000011
10354,779297  0,000011
10356,125000  0,000011
10357,470703  0,000011
10358,816406  0,000011
10360,162109  0,000011
10361,507812  0,000011
10362,853516  0,000011
10364,200195  0,000011
10365,545898  0,000011
10366,891602  0,000011
10368,237305  0,000011
10369,583008  0,000010
10370,928711  0,000011
10372,274414  0,000011
10373,621094  0,000011
10374,966797  0,000011
10376,312500  0,000011
10377,658203  0,000011
10379,003906  0,000011
10380,349609  0,000011
10381,695312  0,000011
10383,041016  0,000011
10384,386719  0,000011
10385,733398  0,000011
10387,079102  0,000011
10388,424805  0,000011
10389,770508  0,000011
10391,116211  0,000011
10392,461914  0,000011
10393,807617  0,000011
10395,154297  0,000011
10396,500000  0,000011
10397,845703  0,000011
10399,191406  0,000011
10400,537109  0,000011
10401,882812  0,000011
10403,228516  0,000011
10404,574219  0,000011
10405,919922  0,000011
10407,266602  0,000011
10408,612305  0,000011
10409,958008  0,000011
10411,303711  0,000011
10412,649414  0,000011
10413,995117  0,000011
10415,340820  0,000011
10416,687500  0,000011
10418,033203  0,000011
10419,378906  0,000011
10420,724609  0,000011
10422,070312  0,000011
10423,416016  0,000011
10424,761719  0,000011
10426,107422  0,000011
10427,453125  0,000011
10428,799805  0,000011
10430,145508  0,000011
10431,491211  0,000011
10432,836914  0,000011
10434,182617  0,000011
10435,528320  0,000011
10436,874023  0,000011
10438,220703  0,000011
10439,566406  0,000011
10440,912109  0,000011
10442,257812  0,000011
10443,603516  0,000011
10444,949219  0,000011
10446,294922  0,000011
10447,640625  0,000011
10448,986328  0,000011
10450,333008  0,000011
10451,678711  0,000011
10453,024414  0,000011
10454,370117  0,000011
10455,715820  0,000011
10457,061523  0,000011
10458,407227  0,000011
10459,753906  0,000011
10461,099609  0,000011
10462,445312  0,000011
10463,791016  0,000011
10465,136719  0,000011
10466,482422  0,000011
10467,828125  0,000011
10469,173828  0,000011
10470,519531  0,000011
10471,866211  0,000011
10473,211914  0,000011
10474,557617  0,000011
10475,903320  0,000011
10477,249023  0,000011
10478,594727  0,000011
10479,940430  0,000011
10481,287109  0,000011
10482,632812  0,000011
10483,978516  0,000011
10485,324219  0,000011
10486,669922  0,000011
10488,015625  0,000011
10489,361328  0,000011
10490,707031  0,000011
10492,052734  0,000011
10493,399414  0,000011
10494,745117  0,000011
10496,090820  0,000011
10497,436523  0,000011
10498,782227  0,000011
10500,127930  0,000011
10501,473633  0,000011
10502,820312  0,000011
10504,166016  0,000011
10505,511719  0,000011
10506,857422  0,000011
10508,203125  0,000011
10509,548828  0,000011
10510,894531  0,000011
10512,240234  0,000011
10513,585938  0,000011
10514,932617  0,000011
10516,278320  0,000011
10517,624023  0,000011
10518,969727  0,000011
10520,315430  0,000011
10521,661133  0,000011
10523,006836  0,000011
10524,353516  0,000011
10525,699219  0,000011
10527,044922  0,000011
10528,390625  0,000011
10529,736328  0,000011
10531,082031  0,000011
10532,427734  0,000011
10533,773438  0,000011
10535,119141  0,000011
10536,465820  0,000011
10537,811523  0,000011
10539,157227  0,000011
10540,502930  0,000011
10541,848633  0,000011
10543,194336  0,000011
10544,540039  0,000011
10545,886719  0,000011
10547,232422  0,000011
10548,578125  0,000011
10549,923828  0,000011
10551,269531  0,000011
10552,615234  0,000011
10553,960938  0,000011
10555,306641  0,000011
10556,652344  0,000011
10557,999023  0,000011
10559,344727  0,000011
10560,690430  0,000011
10562,036133  0,000011
10563,381836  0,000011
10564,727539  0,000011
10566,073242  0,000011
10567,419922  0,000011
10568,765625  0,000011
10570,111328  0,000011
10571,457031  0,000011
10572,802734  0,000011
10574,148438  0,000011
10575,494141  0,000011
10576,839844  0,000011
10578,185547  0,000011
10579,532227  0,000011
10580,877930  0,000011
10582,223633  0,000011
10583,569336  0,000011
10584,915039  0,000011
10586,260742  0,000011
10587,606445  0,000011
10588,953125  0,000011
10590,298828  0,000011
10591,644531  0,000011
10592,990234  0,000011
10594,335938  0,000011
10595,681641  0,000011
10597,027344  0,000011
10598,373047  0,000011
10599,718750  0,000011
10601,065430  0,000011
10602,411133  0,000011
10603,756836  0,000011
10605,102539  0,000011
10606,448242  0,000011
10607,793945  0,000011
10609,139648  0,000011
10610,486328  0,000011
10611,832031  0,000011
10613,177734  0,000011
10614,523438  0,000011
10615,869141  0,000011
10617,214844  0,000011
10618,560547  0,000011
10619,906250  0,000011
10621,251953  0,000011
10622,598633  0,000011
10623,944336  0,000011
10625,290039  0,000011
10626,635742  0,000011
10627,981445  0,000011
10629,327148  0,000011
10630,672852  0,000011
10632,019531  0,000011
10633,365234  0,000011
10634,710938  0,000011
10636,056641  0,000010
10637,402344  0,000011
10638,748047  0,000011
10640,093750  0,000010
10641,439453  0,000011
10642,785156  0,000011
10644,131836  0,000011
10645,477539  0,000011
10646,823242  0,000013
10648,168945  0,000011
10649,514648  0,000011
10650,860352  0,000011
10652,206055  0,000011
10653,552734  0,000010
10654,898438  0,000011
10656,244141  0,000011
10657,589844  0,000011
10658,935547  0,000011
10660,281250  0,000011
10661,626953  0,000011
10662,972656  0,000010
10664,318359  0,000011
10665,665039  0,000010
10667,010742  0,000011
10668,356445  0,000011
10669,702148  0,000011
10671,047852  0,000011
10672,393555  0,000010
10673,739258  0,000011
10675,085938  0,000011
10676,431641  0,000011
10677,777344  0,000010
10679,123047  0,000011
10680,468750  0,000010
10681,814453  0,000011
10683,160156  0,000011
10684,505859  0,000011
10685,851562  0,000011
10687,198242  0,000011
10688,543945  0,000011
10689,889648  0,000011
10691,235352  0,000010
10692,581055  0,000010
10693,926758  0,000011
10695,272461  0,000011
10696,619141  0,000011
10697,964844  0,000011
10699,310547  0,000010
10700,656250  0,000011
10702,001953  0,000011
10703,347656  0,000011
10704,693359  0,000011
10706,039062  0,000011
10707,384766  0,000011
10708,731445  0,000011
10710,077148  0,000011
10711,422852  0,000011
10712,768555  0,000010
10714,114258  0,000010
10715,459961  0,000010
10716,805664  0,000011
10718,152344  0,000011
10719,498047  0,000010
10720,843750  0,000010
10722,189453  0,000011
10723,535156  0,000011
10724,880859  0,000011
10726,226562  0,000011
10727,572266  0,000011
10728,917969  0,000011
10730,264648  0,000010
10731,610352  0,000011
10732,956055  0,000011
10734,301758  0,000011
10735,647461  0,000011
10736,993164  0,000011
10738,338867  0,000011
10739,685547  0,000011
10741,031250  0,000011
10742,376953  0,000010
10743,722656  0,000011
10745,068359  0,000010
10746,414062  0,000011
10747,759766  0,000010
10749,105469  0,000011
10750,451172  0,000011
10751,797852  0,000011
10753,143555  0,000011
10754,489258  0,000011
10755,834961  0,000011
10757,180664  0,000011
10758,526367  0,000011
10759,872070  0,000011
10761,218750  0,000011
10762,564453  0,000011
10763,910156  0,000011
10765,255859  0,000010
10766,601562  0,000011
10767,947266  0,000010
10769,292969  0,000011
10770,638672  0,000011
10771,984375  0,000011
10773,331055  0,000011
10774,676758  0,000011
10776,022461  0,000011
10777,368164  0,000011
10778,713867  0,000010
10780,059570  0,000011
10781,405273  0,000011
10782,751953  0,000011
10784,097656  0,000011
10785,443359  0,000011
10786,789062  0,000010
10788,134766  0,000010
10789,480469  0,000010
10790,826172  0,000011
10792,171875  0,000011
10793,517578  0,000011
10794,864258  0,000010
10796,209961  0,000010
10797,555664  0,000011
10798,901367  0,000010
10800,247070  0,000010
10801,592773  0,000011
10802,938477  0,000010
10804,285156  0,000011
10805,630859  0,000010
10806,976562  0,000011
10808,322266  0,000011
10809,667969  0,000010
10811,013672  0,000011
10812,359375  0,000010
10813,705078  0,000011
10815,050781  0,000011
10816,397461  0,000010
10817,743164  0,000011
10819,088867  0,000011
10820,434570  0,000011
10821,780273  0,000011
10823,125977  0,000010
10824,471680  0,000011
10825,818359  0,000011
10827,164062  0,000011
10828,509766  0,000010
10829,855469  0,000011
10831,201172  0,000011
10832,546875  0,000010
10833,892578  0,000010
10835,238281  0,000010
10836,583984  0,000010
10837,930664  0,000010
10839,276367  0,000010
10840,622070  0,000010
10841,967773  0,000011
10843,313477  0,000010
10844,659180  0,000011
10846,004883  0,000010
10847,351562  0,000010
10848,697266  0,000010
10850,042969  0,000010
10851,388672  0,000010
10852,734375  0,000011
10854,080078  0,000010
10855,425781  0,000010
10856,771484  0,000011
10858,117188  0,000010
10859,463867  0,000010
10860,809570  0,000010
10862,155273  0,000010
10863,500977  0,000010
10864,846680  0,000010
10866,192383  0,000010
10867,538086  0,000010
10868,884766  0,000010
10870,230469  0,000010
10871,576172  0,000010
10872,921875  0,000010
10874,267578  0,000010
10875,613281  0,000011
10876,958984  0,000010
10878,304688  0,000010
10879,650391  0,000011
10880,997070  0,000010
10882,342773  0,000010
10883,688477  0,000010
10885,034180  0,000010
10886,379883  0,000011
10887,725586  0,000011
10889,071289  0,000011
10890,417969  0,000011
10891,763672  0,000010
10893,109375  0,000010
10894,455078  0,000010
10895,800781  0,000010
10897,146484  0,000010
10898,492188  0,000010
10899,837891  0,000010
10901,183594  0,000010
10902,530273  0,000011
10903,875977  0,000010
10905,221680  0,000010
10906,567383  0,000010
10907,913086  0,000010
10909,258789  0,000011
10910,604492  0,000011
10911,951172  0,000010
10913,296875  0,000010
10914,642578  0,000010
10915,988281  0,000010
10917,333984  0,000010
10918,679688  0,000010
10920,025391  0,000010
10921,371094  0,000010
10922,716797  0,000010
10924,063477  0,000011
10925,409180  0,000010
10926,754883  0,000010
10928,100586  0,000010
10929,446289  0,000010
10930,791992  0,000010
10932,137695  0,000010
10933,484375  0,000010
10934,830078  0,000010
10936,175781  0,000010
10937,521484  0,000010
10938,867188  0,000010
10940,212891  0,000010
10941,558594  0,000010
10942,904297  0,000010
10944,250000  0,000010
10945,596680  0,000010
10946,942383  0,000010
10948,288086  0,000010
10949,633789  0,000010
10950,979492  0,000010
10952,325195  0,000010
10953,670898  0,000011
10955,017578  0,000010
10956,363281  0,000010
10957,708984  0,000010
10959,054688  0,000010
10960,400391  0,000010
10961,746094  0,000010
10963,091797  0,000010
10964,437500  0,000010
10965,783203  0,000011
10967,129883  0,000010
10968,475586  0,000010
10969,821289  0,000010
10971,166992  0,000010
10972,512695  0,000010
10973,858398  0,000010
10975,204102  0,000010
10976,550781  0,000011
10977,896484  0,000011
10979,242188  0,000011
10980,587891  0,000010
10981,933594  0,000010
10983,279297  0,000010
10984,625000  0,000010
10985,970703  0,000010
10987,316406  0,000010
10988,663086  0,000010
10990,008789  0,000010
10991,354492  0,000011
10992,700195  0,000010
10994,045898  0,000010
10995,391602  0,000010
10996,737305  0,000010
10998,083984  0,000010
10999,429688  0,000010
11000,775391  0,000010
11002,121094  0,000010
11003,466797  0,000010
11004,812500  0,000010
11006,158203  0,000010
11007,503906  0,000010
11008,849609  0,000010
11010,196289  0,000010
11011,541992  0,000010
11012,887695  0,000010
11014,233398  0,000010
11015,579102  0,000010
11016,924805  0,000010
11018,270508  0,000010
11019,617188  0,000010
11020,962891  0,000010
11022,308594  0,000010
11023,654297  0,000010
11025,000000  0,000010
11026,345703  0,000010
11027,691406  0,000010
11029,037109  0,000010
11030,382812  0,000010
11031,729492  0,000010
11033,075195  0,000010
11034,420898  0,000010
11035,766602  0,000010
11037,112305  0,000010
11038,458008  0,000010
11039,803711  0,000010
11041,150391  0,000010
11042,496094  0,000010
11043,841797  0,000010
11045,187500  0,000010
11046,533203  0,000010
11047,878906  0,000010
11049,224609  0,000010
11050,570312  0,000010
11051,916016  0,000010
11053,262695  0,000010
11054,608398  0,000010
11055,954102  0,000010
11057,299805  0,000010
11058,645508  0,000010
11059,991211  0,000010
11061,336914  0,000010
11062,683594  0,000010
11064,029297  0,000010
11065,375000  0,000010
11066,720703  0,000010
11068,066406  0,000010
11069,412109  0,000010
11070,757812  0,000010
11072,103516  0,000010
11073,449219  0,000010
11074,795898  0,000010
11076,141602  0,000010
11077,487305  0,000010
11078,833008  0,000010
11080,178711  0,000010
11081,524414  0,000010
11082,870117  0,000010
11084,216797  0,000010
11085,562500  0,000010
11086,908203  0,000010
11088,253906  0,000010
11089,599609  0,000010
11090,945312  0,000010
11092,291016  0,000010
11093,636719  0,000010
11094,982422  0,000010
11096,329102  0,000010
11097,674805  0,000010
11099,020508  0,000011
11100,366211  0,000010
11101,711914  0,000010
11103,057617  0,000010
11104,403320  0,000010
11105,750000  0,000010
11107,095703  0,000010
11108,441406  0,000010
11109,787109  0,000010
11111,132812  0,000010
11112,478516  0,000010
11113,824219  0,000010
11115,169922  0,000010
11116,515625  0,000010
11117,862305  0,000010
11119,208008  0,000010
11120,553711  0,000010
11121,899414  0,000010
11123,245117  0,000010
11124,590820  0,000010
11125,936523  0,000010
11127,283203  0,000010
11128,628906  0,000010
11129,974609  0,000010
11131,320312  0,000010
11132,666016  0,000010
11134,011719  0,000010
11135,357422  0,000010
11136,703125  0,000010
11138,048828  0,000010
11139,395508  0,000010
11140,741211  0,000010
11142,086914  0,000010
11143,432617  0,000010
11144,778320  0,000010
11146,124023  0,000010
11147,469727  0,000010
11148,816406  0,000010
11150,162109  0,000010
11151,507812  0,000010
11152,853516  0,000010
11154,199219  0,000010
11155,544922  0,000010
11156,890625  0,000010
11158,236328  0,000010
11159,582031  0,000010
11160,928711  0,000010
11162,274414  0,000010
11163,620117  0,000010
11164,965820  0,000010
11166,311523  0,000010
11167,657227  0,000010
11169,002930  0,000010
11170,349609  0,000010
11171,695312  0,000010
11173,041016  0,000010
11174,386719  0,000010
11175,732422  0,000010
11177,078125  0,000010
11178,423828  0,000010
11179,769531  0,000010
11181,115234  0,000010
11182,461914  0,000010
11183,807617  0,000010
11185,153320  0,000010
11186,499023  0,000010
11187,844727  0,000010
11189,190430  0,000010
11190,536133  0,000010
11191,882812  0,000010
11193,228516  0,000010
11194,574219  0,000010
11195,919922  0,000010
11197,265625  0,000010
11198,611328  0,000010
11199,957031  0,000010
11201,302734  0,000010
11202,648438  0,000010
11203,995117  0,000010
11205,340820  0,000010
11206,686523  0,000010
11208,032227  0,000010
11209,377930  0,000010
11210,723633  0,000010
11212,069336  0,000010
11213,416016  0,000010
11214,761719  0,000010
11216,107422  0,000010
11217,453125  0,000010
11218,798828  0,000010
11220,144531  0,000010
11221,490234  0,000010
11222,835938  0,000010
11224,181641  0,000010
11225,528320  0,000010
11226,874023  0,000010
11228,219727  0,000010
11229,565430  0,000010
11230,911133  0,000010
11232,256836  0,000010
11233,602539  0,000010
11234,949219  0,000010
11236,294922  0,000010
11237,640625  0,000010
11238,986328  0,000010
11240,332031  0,000010
11241,677734  0,000010
