Frequency, Amplitude
19239,917969  0,000007
19241,263672  0,000007
19242,609375  0,000007
19243,955078  0,000007
19245,300781  0,000007
19246,646484  0,000007
19247,992188  0,000007
19249,337891  0,000007
19250,683594  0,000007
19252,029297  0,000007
19253,375000  0,000007
19254,720703  0,000007
19256,066406  0,000007
19257,412109  0,000007
19258,757812  0,000007
19260,103516  0,000009
19261,449219  0,000007
19262,796875  0,000007
19264,142578  0,000007
19265,488281  0,000007
19266,833984  0,000007
19268,179688  0,000007
19269,525391  0,000007
19270,871094  0,000007
19272,216797  0,000007
19273,562500  0,000007
19274,908203  0,000007
19276,253906  0,000007
19277,599609  0,000007
19278,945312  0,000007
19280,291016  0,000007
19281,636719  0,000007
19282,984375  0,000007
19284,330078  0,000007
19285,675781  0,000007
19287,021484  0,000007
19288,367188  0,000007
19289,712891  0,000007
19291,058594  0,000007
19292,404297  0,000007
19293,750000  0,000007
19295,095703  0,000007
19296,441406  0,000007
19297,787109  0,000007
19299,132812  0,000007
19300,478516  0,000007
19301,824219  0,000007
19303,169922  0,000007
19304,515625  0,000007
19305,863281  0,000007
19307,208984  0,000007
19308,554688  0,000007
19309,900391  0,000007
19311,246094  0,000007
19312,591797  0,000007
19313,937500  0,000007
19315,283203  0,000007
19316,628906  0,000007
19317,974609  0,000007
19319,320312  0,000007
19320,666016  0,000007
19322,011719  0,000007
19323,357422  0,000007
19324,703125  0,000007
19326,050781  0,000008
19327,396484  0,000005
19328,742188  0,000007
19330,087891  0,000007
19331,433594  0,000007
19332,779297  0,000007
19334,125000  0,000007
19335,470703  0,000007
19336,816406  0,000007
19338,162109  0,000007
19339,507812  0,000007
19340,853516  0,000008
19342,199219  0,000007
19343,544922  0,000007
19344,890625  0,000007
19346,236328  0,000007
19347,582031  0,000007
19348,929688  0,000007
19350,275391  0,000007
19351,621094  0,000007
19352,966797  0,000007
19354,312500  0,000007
19355,658203  0,000008
19357,003906  0,000007
19358,349609  0,000007
19359,695312  0,000007
19361,041016  0,000007
19362,386719  0,000007
19363,732422  0,000007
19365,078125  0,000007
19366,423828  0,000007
19367,769531  0,000007
19369,117188  0,000007
19370,462891  0,000008
19371,808594  0,000007
19373,154297  0,000007
19374,500000  0,000007
19375,845703  0,000007
19377,191406  0,000007
19378,537109  0,000007
19379,882812  0,000007
19381,228516  0,000007
19382,574219  0,000007
19383,919922  0,000007
19385,265625  0,000007
19386,611328  0,000007
19387,957031  0,000007
19389,302734  0,000007
19390,648438  0,000007
19391,996094  0,000007
19393,341797  0,000007
19394,687500  0,000007
19396,033203  0,000007
19397,378906  0,000007
19398,724609  0,000007
19400,070312  0,000007
19401,416016  0,000007
19402,761719  0,000007
19404,107422  0,000007
19405,453125  0,000007
19406,798828  0,000007
19408,144531  0,000007
19409,490234  0,000007
19410,835938  0,000007
19412,183594  0,000007
19413,529297  0,000007
19414,875000  0,000007
19416,220703  0,000007
19417,566406  0,000007
19418,912109  0,000007
19420,257812  0,000007
19421,603516  0,000007
19422,949219  0,000007
19424,294922  0,000007
19425,640625  0,000007
19426,986328  0,000007
19428,332031  0,000007
19429,677734  0,000007
19431,023438  0,000007
19432,369141  0,000007
19433,714844  0,000007
19435,062500  0,000007
19436,408203  0,000007
19437,753906  0,000007
19439,099609  0,000007
19440,445312  0,000007
19441,791016  0,000007
19443,136719  0,000007
19444,482422  0,000007
19445,828125  0,000007
19447,173828  0,000007
19448,519531  0,000007
19449,865234  0,000007
19451,210938  0,000007
19452,556641  0,000007
19453,902344  0,000007
19455,250000  0,000007
19456,595703  0,000007
19457,941406  0,000008
19459,287109  0,000007
19460,632812  0,000007
19461,978516  0,000007
19463,324219  0,000007
19464,669922  0,000007
19466,015625  0,000007
19467,361328  0,000007
19468,707031  0,000007
19470,052734  0,000007
19471,398438  0,000007
19472,744141  0,000007
19474,089844  0,000007
19475,435547  0,000007
19476,781250  0,000007
19478,128906  0,000007
19479,474609  0,000007
19480,820312  0,000007
19482,166016  0,000007
19483,511719  0,000007
19484,857422  0,000007
19486,203125  0,000007
19487,548828  0,000007
19488,894531  0,000007
19490,240234  0,000007
19491,585938  0,000007
19492,931641  0,000007
19494,277344  0,000008
19495,623047  0,000007
19496,968750  0,000007
19498,316406  0,000007
19499,662109  0,000008
19501,007812  0,000007
19502,353516  0,000007
19503,699219  0,000007
19505,044922  0,000007
19506,390625  0,000007
19507,736328  0,000007
19509,082031  0,000007
19510,427734  0,000007
19511,773438  0,000007
19513,119141  0,000007
19514,464844  0,000007
19515,810547  0,000007
19517,156250  0,000007
19518,501953  0,000007
19519,847656  0,000007
19521,195312  0,000007
19522,541016  0,000007
19523,886719  0,000007
19525,232422  0,000007
19526,578125  0,000007
19527,923828  0,000007
19529,269531  0,000007
19530,615234  0,000007
19531,960938  0,000007
19533,306641  0,000007
19534,652344  0,000007
19535,998047  0,000007
19537,343750  0,000007
19538,689453  0,000007
19540,035156  0,000008
19541,382812  0,000007
19542,728516  0,000007
19544,074219  0,000007
19545,419922  0,000007
19546,765625  0,000007
19548,111328  0,000007
19549,457031  0,000007
19550,802734  0,000007
19552,148438  0,000007
19553,494141  0,000007
19554,839844  0,000007
19556,185547  0,000007
19557,531250  0,000007
19558,876953  0,000007
19560,222656  0,000007
19561,568359  0,000007
19562,914062  0,000007
19564,261719  0,000007
19565,607422  0,000007
19566,953125  0,000007
19568,298828  0,000007
19569,644531  0,000007
19570,990234  0,000007
19572,335938  0,000007
19573,681641  0,000007
19575,027344  0,000007
19576,373047  0,000007
19577,718750  0,000007
19579,064453  0,000007
19580,410156  0,000007
19581,755859  0,000007
19583,101562  0,000007
19584,449219  0,000007
19585,794922  0,000007
19587,140625  0,000007
19588,486328  0,000007
19589,832031  0,000007
19591,177734  0,000007
19592,523438  0,000007
19593,869141  0,000007
19595,214844  0,000007
19596,560547  0,000007
19597,906250  0,000007
19599,251953  0,000007
19600,597656  0,000007
19601,943359  0,000007
19603,289062  0,000007
19604,634766  0,000009
19605,980469  0,000007
19607,328125  0,000007
19608,673828  0,000007
19610,019531  0,000007
19611,365234  0,000007
19612,710938  0,000007
19614,056641  0,000007
19615,402344  0,000007
19616,748047  0,000007
19618,093750  0,000007
19619,439453  0,000007
19620,785156  0,000007
19622,130859  0,000007
19623,476562  0,000007
19624,822266  0,000007
19626,167969  0,000007
19627,515625  0,000007
19628,861328  0,000007
19630,207031  0,000007
19631,552734  0,000008
19632,898438  0,000007
19634,244141  0,000007
19635,589844  0,000007
19636,935547  0,000007
19638,281250  0,000007
19639,626953  0,000007
19640,972656  0,000008
19642,318359  0,000007
19643,664062  0,000007
19645,009766  0,000007
19646,355469  0,000007
19647,701172  0,000007
19649,046875  0,000007
19650,394531  0,000007
19651,740234  0,000007
19653,085938  0,000007
19654,431641  0,000007
19655,777344  0,000007
19657,123047  0,000007
19658,468750  0,000007
19659,814453  0,000007
19661,160156  0,000007
19662,505859  0,000007
19663,851562  0,000007
19665,197266  0,000007
19666,542969  0,000007
19667,888672  0,000007
19669,234375  0,000007
19670,582031  0,000008
19671,927734  0,000023
19673,273438  0,000007
19674,619141  0,000007
19675,964844  0,000007
19677,310547  0,000007
19678,656250  0,000007
19680,001953  0,000007
19681,347656  0,000007
19682,693359  0,000007
19684,039062  0,000007
19685,384766  0,000007
19686,730469  0,000007
19688,076172  0,000007
19689,421875  0,000007
19690,767578  0,000007
19692,113281  0,000007
19693,460938  0,000007
19694,806641  0,000007
19696,152344  0,000007
19697,498047  0,000007
19698,843750  0,000007
19700,189453  0,000007
19701,535156  0,000007
19702,880859  0,000007
19704,226562  0,000007
19705,572266  0,000007
19706,917969  0,000007
19708,263672  0,000007
19709,609375  0,000007
19710,955078  0,000007
19712,300781  0,000007
19713,648438  0,000007
19714,994141  0,000007
19716,339844  0,000007
19717,685547  0,000007
19719,031250  0,000007
19720,376953  0,000007
19721,722656  0,000007
19723,068359  0,000007
19724,414062  0,000007
19725,759766  0,000007
19727,105469  0,000007
19728,451172  0,000007
19729,796875  0,000007
19731,142578  0,000007
19732,488281  0,000007
19733,833984  0,000007
19735,179688  0,000007
19736,527344  0,000007
19737,873047  0,000007
19739,218750  0,000007
19740,564453  0,000007
19741,910156  0,000007
19743,255859  0,000007
19744,601562  0,000007
19745,947266  0,000007
19747,292969  0,000007
19748,638672  0,000007
19749,984375  0,000007
19751,330078  0,000007
19752,675781  0,000007
19754,021484  0,000007
19755,367188  0,000007
19756,714844  0,000007
19758,060547  0,000007
19759,406250  0,000007
19760,751953  0,000007
19762,097656  0,000007
19763,443359  0,000007
19764,789062  0,000007
19766,134766  0,000007
19767,480469  0,000007
19768,826172  0,000007
19770,171875  0,000007
19771,517578  0,000007
19772,863281  0,000007
19774,208984  0,000007
19775,554688  0,000007
19776,900391  0,000007
19778,246094  0,000007
19779,593750  0,000007
19780,939453  0,000007
19782,285156  0,000007
19783,630859  0,000007
19784,976562  0,000007
19786,322266  0,000007
19787,667969  0,000007
19789,013672  0,000007
19790,359375  0,000007
19791,705078  0,000007
19793,050781  0,000007
19794,396484  0,000007
19795,742188  0,000007
19797,087891  0,000007
19798,433594  0,000007
19799,781250  0,000007
19801,126953  0,000007
19802,472656  0,000007
19803,818359  0,000007
19805,164062  0,000007
19806,509766  0,000007
19807,855469  0,000007
19809,201172  0,000007
19810,546875  0,000007
19811,892578  0,000007
19813,238281  0,000007
19814,583984  0,000007
19815,929688  0,000007
19817,275391  0,000007
19818,621094  0,000007
19819,966797  0,000007
19821,312500  0,000007
19822,660156  0,000007
19824,005859  0,000007
19825,351562  0,000007
19826,697266  0,000007
19828,042969  0,000007
19829,388672  0,000007
19830,734375  0,000007
19832,080078  0,000007
19833,425781  0,000007
19834,771484  0,000007
19836,117188  0,000007
19837,462891  0,000007
19838,808594  0,000007
19840,154297  0,000007
19841,500000  0,000007
19842,847656  0,000007
19844,193359  0,000008
19845,539062  0,000007
19846,884766  0,000007
19848,230469  0,000007
19849,576172  0,000007
19850,921875  0,000007
19852,267578  0,000007
19853,613281  0,000007
19854,958984  0,000007
19856,304688  0,000007
19857,650391  0,000007
19858,996094  0,000007
19860,341797  0,000007
19861,687500  0,000007
19863,033203  0,000007
19864,378906  0,000007
19865,726562  0,000007
19867,072266  0,000007
19868,417969  0,000007
19869,763672  0,000007
19871,109375  0,000007
19872,455078  0,000007
19873,800781  0,000007
19875,146484  0,000007
19876,492188  0,000007
19877,837891  0,000007
19879,183594  0,000007
19880,529297  0,000007
19881,875000  0,000007
19883,220703  0,000007
19884,566406  0,000007
19885,914062  0,000007
19887,259766  0,000007
19888,605469  0,000007
19889,951172  0,000007
19891,296875  0,000007
19892,642578  0,000007
19893,988281  0,000007
19895,333984  0,000007
19896,679688  0,000007
19898,025391  0,000007
19899,371094  0,000007
19900,716797  0,000007
19902,062500  0,000007
19903,408203  0,000007
19904,753906  0,000007
19906,099609  0,000007
19907,445312  0,000007
19908,792969  0,000007
19910,138672  0,000007
19911,484375  0,000007
19912,830078  0,000007
19914,175781  0,000007
19915,521484  0,000007
19916,867188  0,000007
19918,212891  0,000007
19919,558594  0,000007
19920,904297  0,000007
19922,250000  0,000007
19923,595703  0,000007
19924,941406  0,000007
19926,287109  0,000007
19927,632812  0,000007
19928,980469  0,000007
19930,326172  0,000007
19931,671875  0,000007
19933,017578  0,000007
19934,363281  0,000007
19935,708984  0,000007
19937,054688  0,000007
19938,400391  0,000007
19939,746094  0,000007
19941,091797  0,000007
19942,437500  0,000007
19943,783203  0,000007
19945,128906  0,000007
19946,474609  0,000007
19947,820312  0,000007
19949,166016  0,000009
19950,511719  0,000007
19951,859375  0,000007
19953,205078  0,000007
19954,550781  0,000007
19955,896484  0,000007
19957,242188  0,000007
19958,587891  0,000007
19959,933594  0,000007
19961,279297  0,000007
19962,625000  0,000007
19963,970703  0,000007
19965,316406  0,000007
19966,662109  0,000007
19968,007812  0,000007
19969,353516  0,000007
19970,699219  0,000007
19972,046875  0,000007
19973,392578  0,000007
19974,738281  0,000007
19976,083984  0,000007
19977,429688  0,000007
19978,775391  0,000007
19980,121094  0,000007
19981,466797  0,000007
19982,812500  0,000007
19984,158203  0,000007
19985,503906  0,000007
19986,849609  0,000007
19988,195312  0,000007
19989,541016  0,000007
19990,886719  0,000007
19992,232422  0,000007
19993,578125  0,000007
19994,925781  0,000007
19996,271484  0,000007
19997,617188  0,000007
19998,962891  0,000007
20000,308594  0,000007
20001,654297  0,000007
20003,000000  0,000007
20004,345703  0,000007
20005,691406  0,000007
20007,037109  0,000007
20008,382812  0,000007
20009,728516  0,000007
20011,074219  0,000007
20012,419922  0,000007
20013,765625  0,000007
20015,113281  0,000007
20016,458984  0,000005
20017,804688  0,000007
20019,150391  0,000007
20020,496094  0,000007
20021,841797  0,000007
20023,187500  0,000007
20024,533203  0,000007
20025,878906  0,000007
20027,224609  0,000007
20028,570312  0,000007
20029,916016  0,000007
20031,261719  0,000007
20032,607422  0,000007
20033,953125  0,000007
20035,298828  0,000007
20036,644531  0,000007
20037,992188  0,000007
20039,337891  0,000007
20040,683594  0,000007
20042,029297  0,000007
20043,375000  0,000007
20044,720703  0,000007
20046,066406  0,000007
20047,412109  0,000007
20048,757812  0,000007
20050,103516  0,000007
20051,449219  0,000007
20052,794922  0,000007
20054,140625  0,000007
20055,486328  0,000007
20056,832031  0,000007
20058,179688  0,000007
20059,525391  0,000007
20060,871094  0,000007
20062,216797  0,000007
20063,562500  0,000007
20064,908203  0,000007
20066,253906  0,000007
20067,599609  0,000007
20068,945312  0,000007
20070,291016  0,000007
20071,636719  0,000007
20072,982422  0,000007
20074,328125  0,000007
20075,673828  0,000007
20077,019531  0,000007
20078,365234  0,000007
20079,710938  0,000007
20081,058594  0,000007
20082,404297  0,000007
20083,750000  0,000007
20085,095703  0,000007
20086,441406  0,000007
20087,787109  0,000007
20089,132812  0,000007
20090,478516  0,000007
20091,824219  0,000007
20093,169922  0,000007
20094,515625  0,000007
20095,861328  0,000007
20097,207031  0,000007
20098,552734  0,000007
20099,898438  0,000007
20101,246094  0,000007
20102,591797  0,000007
20103,937500  0,000007
20105,283203  0,000007
20106,628906  0,000007
20107,974609  0,000007
20109,320312  0,000007
20110,666016  0,000007
20112,011719  0,000007
20113,357422  0,000007
20114,703125  0,000007
20116,048828  0,000007
20117,394531  0,000007
20118,740234  0,000007
20120,085938  0,000007
20121,431641  0,000007
20122,777344  0,000007
20124,125000  0,000007
20125,470703  0,000007
20126,816406  0,000007
20128,162109  0,000007
20129,507812  0,000007
20130,853516  0,000007
20132,199219  0,000007
20133,544922  0,000007
20134,890625  0,000007
20136,236328  0,000007
20137,582031  0,000007
20138,927734  0,000007
20140,273438  0,000007
20141,619141  0,000007
20142,964844  0,000007
20144,312500  0,000007
20145,658203  0,000007
20147,003906  0,000007
20148,349609  0,000007
20149,695312  0,000007
20151,041016  0,000007
20152,386719  0,000007
20153,732422  0,000007
20155,078125  0,000007
20156,423828  0,000007
20157,769531  0,000007
20159,115234  0,000007
20160,460938  0,000007
20161,806641  0,000007
20163,152344  0,000007
20164,498047  0,000007
20165,843750  0,000007
20167,191406  0,000007
20168,537109  0,000007
20169,882812  0,000007
20171,228516  0,000007
20172,574219  0,000007
20173,919922  0,000007
20175,265625  0,000007
20176,611328  0,000007
20177,957031  0,000007
20179,302734  0,000007
20180,648438  0,000007
20181,994141  0,000007
20183,339844  0,000007
20184,685547  0,000007
20186,031250  0,000007
20187,378906  0,000007
20188,724609  0,000008
20190,070312  0,000007
20191,416016  0,000007
20192,761719  0,000007
20194,107422  0,000007
20195,453125  0,000007
20196,798828  0,000007
20198,144531  0,000007
20199,490234  0,000007
20200,835938  0,000007
20202,181641  0,000007
20203,527344  0,000007
20204,873047  0,000007
20206,218750  0,000007
20207,564453  0,000007
20208,910156  0,000007
20210,257812  0,000007
20211,603516  0,000007
20212,949219  0,000007
20214,294922  0,000007
20215,640625  0,000007
20216,986328  0,000007
20218,332031  0,000007
20219,677734  0,000007
20221,023438  0,000007
20222,369141  0,000007
20223,714844  0,000007
20225,060547  0,000007
20226,406250  0,000007
20227,751953  0,000007
20229,097656  0,000007
20230,445312  0,000007
20231,791016  0,000007
20233,136719  0,000007
20234,482422  0,000007
20235,828125  0,000007
20237,173828  0,000007
20238,519531  0,000007
20239,865234  0,000007
20241,210938  0,000007
20242,556641  0,000007
20243,902344  0,000007
20245,248047  0,000007
20246,593750  0,000007
20247,939453  0,000007
20249,285156  0,000007
20250,630859  0,000007
20251,976562  0,000007
20253,324219  0,000007
20254,669922  0,000007
20256,015625  0,000007
20257,361328  0,000007
20258,707031  0,000007
20260,052734  0,000007
20261,398438  0,000007
20262,744141  0,000007
20264,089844  0,000007
20265,435547  0,000007
20266,781250  0,000007
20268,126953  0,000007
20269,472656  0,000007
20270,818359  0,000007
20272,164062  0,000007
20273,511719  0,000007
20274,857422  0,000007
20276,203125  0,000007
20277,548828  0,000007
20278,894531  0,000007
20280,240234  0,000007
20281,585938  0,000007
20282,931641  0,000007
20284,277344  0,000007
20285,623047  0,000007
20286,968750  0,000007
20288,314453  0,000007
20289,660156  0,000007
20291,005859  0,000007
20292,351562  0,000008
20293,697266  0,000030
20295,042969  0,000007
20296,390625  0,000007
20297,736328  0,000007
20299,082031  0,000007
20300,427734  0,000007
20301,773438  0,000007
20303,119141  0,000007
20304,464844  0,000007
20305,810547  0,000007
20307,156250  0,000007
20308,501953  0,000007
20309,847656  0,000007
20311,193359  0,000007
20312,539062  0,000007
20313,884766  0,000007
20315,230469  0,000007
20316,578125  0,000007
20317,923828  0,000007
20319,269531  0,000007
20320,615234  0,000007
20321,960938  0,000007
20323,306641  0,000007
20324,652344  0,000007
20325,998047  0,000007
20327,343750  0,000007
20328,689453  0,000007
20330,035156  0,000007
20331,380859  0,000007
20332,726562  0,000007
20334,072266  0,000007
20335,417969  0,000007
20336,763672  0,000007
20338,109375  0,000007
20339,457031  0,000007
20340,802734  0,000007
20342,148438  0,000007
20343,494141  0,000007
20344,839844  0,000007
20346,185547  0,000007
20347,531250  0,000007
20348,876953  0,000007
20350,222656  0,000007
20351,568359  0,000007
20352,914062  0,000007
20354,259766  0,000007
20355,605469  0,000007
20356,951172  0,000007
20358,296875  0,000007
20359,644531  0,000007
20360,990234  0,000003
20362,335938  0,000007
20363,681641  0,000007
20365,027344  0,000007
20366,373047  0,000007
20367,718750  0,000007
20369,064453  0,000007
20370,410156  0,000007
20371,755859  0,000007
20373,101562  0,000007
20374,447266  0,000007
20375,792969  0,000007
20377,138672  0,000007
20378,484375  0,000007
20379,830078  0,000007
20381,175781  0,000007
20382,523438  0,000007
20383,869141  0,000007
20385,214844  0,000007
20386,560547  0,000007
20387,906250  0,000007
20389,251953  0,000007
20390,597656  0,000007
20391,943359  0,000007
20393,289062  0,000007
20394,634766  0,000007
20395,980469  0,000007
20397,326172  0,000007
20398,671875  0,000007
20400,017578  0,000007
20401,363281  0,000007
20402,710938  0,000007
20404,056641  0,000007
20405,402344  0,000007
20406,748047  0,000007
20408,093750  0,000007
20409,439453  0,000007
20410,785156  0,000007
20412,130859  0,000007
20413,476562  0,000007
20414,822266  0,000007
20416,167969  0,000007
20417,513672  0,000007
20418,859375  0,000007
20420,205078  0,000007
20421,550781  0,000007
20422,896484  0,000007
20424,242188  0,000007
20425,589844  0,000007
20426,935547  0,000007
20428,281250  0,000007
20429,626953  0,000007
20430,972656  0,000007
20432,318359  0,000007
20433,664062  0,000007
20435,009766  0,000007
20436,355469  0,000007
20437,701172  0,000007
20439,046875  0,000007
20440,392578  0,000007
20441,738281  0,000007
20443,083984  0,000007
20444,429688  0,000007
20445,777344  0,000007
20447,123047  0,000006
20448,468750  0,000007
20449,814453  0,000007
20451,160156  0,000007
20452,505859  0,000007
20453,851562  0,000007
20455,197266  0,000007
20456,542969  0,000007
20457,888672  0,000007
20459,234375  0,000007
20460,580078  0,000007
20461,925781  0,000007
20463,271484  0,000007
20464,617188  0,000007
20465,962891  0,000007
20467,308594  0,000007
20468,656250  0,000007
20470,001953  0,000007
20471,347656  0,000007
20472,693359  0,000007
20474,039062  0,000007
20475,384766  0,000007
20476,730469  0,000007
20478,076172  0,000007
20479,421875  0,000007
20480,767578  0,000007
20482,113281  0,000007
20483,458984  0,000007
20484,804688  0,000007
20486,150391  0,000007
20487,496094  0,000007
20488,843750  0,000007
20490,189453  0,000007
20491,535156  0,000007
20492,880859  0,000007
20494,226562  0,000007
20495,572266  0,000007
20496,917969  0,000007
20498,263672  0,000007
20499,609375  0,000007
20500,955078  0,000007
20502,300781  0,000007
20503,646484  0,000007
20504,992188  0,000007
20506,337891  0,000007
20507,683594  0,000007
20509,029297  0,000007
20510,375000  0,000007
20511,722656  0,000007
20513,068359  0,000007
20514,414062  0,000007
20515,759766  0,000007
20517,105469  0,000007
20518,451172  0,000007
20519,796875  0,000007
20521,142578  0,000007
20522,488281  0,000007
20523,833984  0,000007
20525,179688  0,000007
20526,525391  0,000007
20527,871094  0,000007
20529,216797  0,000007
20530,562500  0,000007
20531,910156  0,000007
20533,255859  0,000009
20534,601562  0,000007
20535,947266  0,000007
20537,292969  0,000007
20538,638672  0,000007
20539,984375  0,000007
20541,330078  0,000007
20542,675781  0,000007
20544,021484  0,000007
20545,367188  0,000007
20546,712891  0,000007
20548,058594  0,000007
20549,404297  0,000007
20550,750000  0,000007
20552,095703  0,000007
20553,441406  0,000007
20554,789062  0,000007
20556,134766  0,000007
20557,480469  0,000007
20558,826172  0,000007
20560,171875  0,000007
20561,517578  0,000007
20562,863281  0,000007
20564,208984  0,000007
20565,554688  0,000007
20566,900391  0,000007
20568,246094  0,000007
20569,591797  0,000007
20570,937500  0,000007
20572,283203  0,000007
20573,628906  0,000007
20574,976562  0,000007
20576,322266  0,000007
20577,667969  0,000007
20579,013672  0,000007
20580,359375  0,000007
20581,705078  0,000007
20583,050781  0,000007
20584,396484  0,000007
20585,742188  0,000007
20587,087891  0,000007
20588,433594  0,000007
20589,779297  0,000007
20591,125000  0,000007
20592,470703  0,000007
20593,816406  0,000007
20595,162109  0,000007
20596,507812  0,000007
20597,855469  0,000007
20599,201172  0,000007
20600,546875  0,000007
20601,892578  0,000007
20603,238281  0,000007
20604,583984  0,000007
20605,929688  0,000007
20607,275391  0,000007
20608,621094  0,000007
20609,966797  0,000007
20611,312500  0,000007
20612,658203  0,000007
20614,003906  0,000007
20615,349609  0,000007
20616,695312  0,000007
20618,042969  0,000007
20619,388672  0,000006
20620,734375  0,000007
20622,080078  0,000007
20623,425781  0,000007
20624,771484  0,000007
20626,117188  0,000007
20627,462891  0,000007
20628,808594  0,000007
20630,154297  0,000007
20631,500000  0,000007
20632,845703  0,000007
20634,191406  0,000007
20635,537109  0,000007
20636,882812  0,000007
20638,228516  0,000009
20639,574219  0,000007
20640,921875  0,000007
20642,267578  0,000007
20643,613281  0,000007
20644,958984  0,000007
20646,304688  0,000007
20647,650391  0,000007
20648,996094  0,000007
20650,341797  0,000007
20651,687500  0,000007
20653,033203  0,000007
20654,378906  0,000007
20655,724609  0,000007
20657,070312  0,000007
20658,416016  0,000007
20659,761719  0,000007
20661,109375  0,000007
20662,455078  0,000007
20663,800781  0,000007
20665,146484  0,000007
20666,492188  0,000007
20667,837891  0,000007
20669,183594  0,000007
20670,529297  0,000007
20671,875000  0,000007
20673,220703  0,000007
20674,566406  0,000007
20675,912109  0,000007
20677,257812  0,000007
20678,603516  0,000007
20679,949219  0,000007
20681,294922  0,000007
20682,640625  0,000007
20683,988281  0,000007
20685,333984  0,000007
20686,679688  0,000007
20688,025391  0,000007
20689,371094  0,000007
20690,716797  0,000007
20692,062500  0,000007
20693,408203  0,000007
20694,753906  0,000007
20696,099609  0,000007
20697,445312  0,000007
20698,791016  0,000007
20700,136719  0,000007
20701,482422  0,000007
20702,828125  0,000007
20704,175781  0,000008
20705,521484  0,000017
20706,867188  0,000006
20708,212891  0,000006
20709,558594  0,000007
20710,904297  0,000007
20712,250000  0,000007
20713,595703  0,000007
20714,941406  0,000007
20716,287109  0,000007
20717,632812  0,000007
20718,978516  0,000007
20720,324219  0,000007
20721,669922  0,000007
20723,015625  0,000007
20724,361328  0,000007
20725,707031  0,000007
20727,054688  0,000007
20728,400391  0,000007
20729,746094  0,000007
20731,091797  0,000007
20732,437500  0,000007
20733,783203  0,000007
20735,128906  0,000007
20736,474609  0,000007
20737,820312  0,000007
20739,166016  0,000007
20740,511719  0,000007
20741,857422  0,000007
20743,203125  0,000007
20744,548828  0,000007
20745,894531  0,000007
20747,242188  0,000007
20748,587891  0,000007
20749,933594  0,000007
20751,279297  0,000007
20752,625000  0,000007
20753,970703  0,000007
20755,316406  0,000007
20756,662109  0,000007
20758,007812  0,000007
20759,353516  0,000007
20760,699219  0,000007
20762,044922  0,000007
20763,390625  0,000007
20764,736328  0,000007
20766,082031  0,000007
20767,427734  0,000007
20768,773438  0,000007
20770,121094  0,000007
20771,466797  0,000007
20772,812500  0,000007
20774,158203  0,000007
20775,503906  0,000007
20776,849609  0,000007
20778,195312  0,000007
20779,541016  0,000007
20780,886719  0,000007
20782,232422  0,000007
20783,578125  0,000007
20784,923828  0,000007
20786,269531  0,000007
20787,615234  0,000007
20788,960938  0,000007
20790,308594  0,000007
20791,654297  0,000006
20793,000000  0,000007
20794,345703  0,000007
20795,691406  0,000007
20797,037109  0,000007
20798,382812  0,000007
20799,728516  0,000007
20801,074219  0,000007
20802,419922  0,000007
20803,765625  0,000007
20805,111328  0,000007
20806,457031  0,000007
20807,802734  0,000007
20809,148438  0,000007
20810,494141  0,000006
20811,839844  0,000007
20813,187500  0,000007
20814,533203  0,000007
20815,878906  0,000007
20817,224609  0,000007
20818,570312  0,000007
20819,916016  0,000007
20821,261719  0,000007
20822,607422  0,000007
20823,953125  0,000007
20825,298828  0,000007
20826,644531  0,000007
20827,990234  0,000007
20829,335938  0,000007
20830,681641  0,000007
20832,027344  0,000007
20833,375000  0,000007
20834,720703  0,000007
20836,066406  0,000007
20837,412109  0,000007
20838,757812  0,000007
20840,103516  0,000007
20841,449219  0,000007
20842,794922  0,000007
20844,140625  0,000007
20845,486328  0,000007
20846,832031  0,000007
20848,177734  0,000007
20849,523438  0,000007
20850,869141  0,000007
20852,214844  0,000007
20853,560547  0,000007
20854,906250  0,000007
20856,253906  0,000007
20857,599609  0,000007
20858,945312  0,000007
20860,291016  0,000007
20861,636719  0,000007
20862,982422  0,000007
20864,328125  0,000007
20865,673828  0,000007
20867,019531  0,000007
20868,365234  0,000007
20869,710938  0,000007
20871,056641  0,000007
20872,402344  0,000007
20873,748047  0,000006
20875,093750  0,000006
20876,441406  0,000006
20877,787109  0,000011
20879,132812  0,000007
20880,478516  0,000007
20881,824219  0,000007
20883,169922  0,000007
20884,515625  0,000006
20885,861328  0,000006
20887,207031  0,000007
20888,552734  0,000007
20889,898438  0,000007
20891,244141  0,000006
20892,589844  0,000006
20893,935547  0,000006
20895,281250  0,000006
20896,626953  0,000007
20897,972656  0,000006
20899,320312  0,000006
20900,666016  0,000006
20902,011719  0,000006
20903,357422  0,000007
20904,703125  0,000006
20906,048828  0,000007
20907,394531  0,000006
20908,740234  0,000006
20910,085938  0,000006
20911,431641  0,000006
20912,777344  0,000006
20914,123047  0,000006
20915,468750  0,000006
20916,814453  0,000006
20918,160156  0,000006
20919,507812  0,000006
20920,853516  0,000006
20922,199219  0,000006
20923,544922  0,000006
20924,890625  0,000006
20926,236328  0,000006
20927,582031  0,000006
20928,927734  0,000006
20930,273438  0,000006
20931,619141  0,000006
20932,964844  0,000006
20934,310547  0,000006
20935,656250  0,000006
20937,001953  0,000006
20938,347656  0,000006
20939,693359  0,000006
20941,039062  0,000006
20942,386719  0,000006
20943,732422  0,000006
20945,078125  0,000006
20946,423828  0,000006
20947,769531  0,000006
20949,115234  0,000006
